bug_id,summary,component_name,owner,reporter,type_id,status_id,priority_id,created,life_days
147222231,Higher refresh frequency (twice/day) - Assess impact on dev and UAT before rolling out to PROD,HCM Data Mart,,zeljebbari,PROCESS,NEW,P3,2020-01-06,3
137965816,[Data Mart] Grant 'Owner' Role of MDB data in Corp Data Store to three mdb groups,HCM Data Mart,hongyil,hongyil,FEATURE_REQUEST,FIXED,P3,2019-07-19,3
147731243,[Data Mart] HCM Team Integration Analysis - OKR,HCM Data Mart,mstockwell,cacanindin,FEATURE_REQUEST,ACCEPTED,P2,2020-01-15,13
130642795,Add 3 new fields to Team Hierarchy History Dim in Processed Layer,HCM Data Mart,aghorai,sameerpatel,FEATURE_REQUEST,VERIFIED,P1,2019-04-16,76
132170987,v1.1 Table and column descriptions,HCM Data Mart,mstockwell,zeljebbari,FEATURE_REQUEST,WILL_NOT_FIX,P3,2019-05-07,49
141195316,Get MAX ctrl_sor_extract_datetime column for HCM Intraday,HCM Data Mart,ganeshprabhu,ganeshprabhu,BUG,FIXED,P2,2019-09-17,65
136178098,How do we treat interns in teams,HCM Data Mart,pmallireddy,zeljebbari,BUG,VERIFIED,P2,2019-06-27,4
148531434,[Teams dashboard] Error when user add Cost Center roll up to the dashboard,HCM Dashboards,cviswanathan,alvinying,BUG,WILL_NOT_FIX,P2,2020-01-29,0
113111083,[Data Mart] Create physical data model & data set for HC/Staffing reports,HCM Data Mart,chavisinghal,apisarchyk,FEATURE_REQUEST,FIXED,P2,2018-08-23,13
146221036,[Data Mart] Clarify accounting how pending transfers should be accounted for in the Loan Giver,HCM Data Mart,,mstockwell,PROCESS,NEW,P2,2019-12-13,0
118142858,[Data Mart] Identify optimal source tables and logic for gHire data,HCM Data Mart,zeljebbari,alvinying,FEATURE_REQUEST,VERIFIED,P2,2018-10-22,218
147845155,[Data Mart] SR Summary with cost_center_code = 'DU_UNKNOWN',HCM Data Mart,pmallireddy,hongyil,BUG,WILL_NOT_FIX,P2,2020-01-17,12
133347062,"[Data Mart] DQ Additional Logical Deletes, Duplicate, Ref Integrity Checks",HCM Data Mart,orazs,mraizada,FEATURE_REQUEST,ASSIGNED,P2,2019-05-22,188
140568126,"[Data Mart] Clean all hcm tables in corp data store dev, except Admin",HCM Data Mart,hongyil,hongyil,INTERNAL_CLEANUP,FIXED,P2,2019-09-05,7
132170215,Engage partners - Pez,HCM Data Mart,alvinying,zeljebbari,PROCESS,FIXED,P1,2019-05-07,92
135682359,[Data Mart] Issue summary - HCM data refresh delayed on 06/20,HCM Data Mart,sunilsaxena,pmallireddy,FEATURE_REQUEST,FIXED,P3,2019-06-20,81
136554016,Utility to Rollback a Job and all related tables that are updated.,HCM Data Mart,,sameerpatel,FEATURE_REQUEST,NEW,P3,2019-07-02,0
138579419,Data Mart - stabilize the processes,HCM Data Mart,sunilsaxena,zeljebbari,PROCESS,VERIFIED,P2,2019-07-29,22
148208293,[Data Mart] Evaluate support for BigQuery API calls,HCM Data Mart,sunilsaxena,alvinying,FEATURE_REQUEST,ASSIGNED,P2,2020-01-23,0
146440615,[Grants and location locking] Dev,HCM Data Mart,pmallireddy,zeljebbari,FEATURE_REQUEST,VERIFIED,P2,2019-12-17,13
148229542,[TeamAllocationHistory Plx table] - One time backfill to bring teams with no people assigned to them into the data mart,HCM Data Mart,pmallireddy,zeljebbari,FEATURE_REQUEST,ASSIGNED,P2,2020-01-23,6
148270909,"ClarinetJobFailed: Pipeline ""Run PLX DQ Validation"" failed to run.",HCM Production Bugs,aghorai,mdb.clarinet,BUG,FIXED,P2,2020-01-24,3
147609962,Moma Verification Status Dashboard is not up to date,HCM Dashboards,orazs,orazs,BUG,ACCEPTED,P2,2020-01-13,1
148569748,"[HCM Report] When user does not have access, provide informational message to distinguish from a null result",HCM Dashboards,,shorwitz,FEATURE_REQUEST,WILL_NOT_FIX,P2,2020-01-30,0
147759821,Update HCM g3 doc to reflect that data is updated daily at 10 AM EST / 7 AM PST,HCM Data Mart,zeljebbari,zeljebbari,INTERNAL_CLEANUP,VERIFIED,P2,2020-01-15,14
133763020,[Data Mart] Document steps to address manual data quality fix's,HCM Data Mart,sameerpatel,sameerpatel,PROCESS,ASSIGNED,P3,2019-05-28,0
142951924,[Data Mart] Issue summary : Fix all the dim jobs/tables in dev env,HCM Data Mart,aghorai,pmallireddy,FEATURE_REQUEST,ASSIGNED,P2,2019-10-18,0
130365607,Issue summary: Migration of config changes from Corp Data Store Dev to Corp Data Store UAT,HCM Data Mart,sunilsaxena,chavisinghal,FEATURE_REQUEST,VERIFIER_ASSIGNED,P2,2019-04-11,40
130807057,Current Ind and Deleted Ind should be boolean and set to true or false in Versioned/Processed Layer table,HCM Data Mart,aghorai,sameerpatel,INTERNAL_CLEANUP,VERIFIED,P2,2019-04-18,57
140144656,[Data Mart] Issue summary : Enhance CDC to support intra day executions,HCM Data Mart,pmallireddy,pmallireddy,FEATURE_REQUEST,FIXED,P2,2019-08-28,105
132451195,[Reporting - Negatives report] Negative diagnostics enhancement,HCM Dashboards,,zeljebbari,FEATURE_REQUEST,NEW,P2,2019-05-10,7
132171248,Internal documentation & organization,HCM Data Mart,zeljebbari,zeljebbari,PROCESS,VERIFIED,P2,2019-05-07,212
143493037,[Data Mart] HCM Planning - Octopus Manager Hierarchy View Update,HCM Data Mart,lmallavarapu,sameerpatel,FEATURE_REQUEST,FIXED,P2,2019-10-28,17
136616884,Error in PLX View datauniverse_hcm_reporting.HeadcountTeamAllocationHistory,HCM Data Mart,aghorai,aghorai,BUG,VERIFIED,P1,2019-07-03,7
147432886,[Data Mart] Comments code commenting in SQL code,HCM Data Mart,,cacanindin,FEATURE_REQUEST,NEW,P3,2020-01-09,0
147421499,[Data Mart] Handling re-building of missing snap date,HCM Data Mart,,cacanindin,INTERNAL_CLEANUP,NEW,P1,2020-01-09,0
137545282,Data Mart - Automated dev testing,HCM Data Mart,sunilsaxena,zeljebbari,PROCESS,ASSIGNED,P2,2019-07-15,134
138429009,[HCM Dashboard] Production  - wrong CC access,HCM Dashboards,jonawan,adahl,INTERNAL_CLEANUP,VERIFIED,P2,2019-07-26,28
115359045,[Data Mart] Merge Plx workflows -  HCM beta & headcount/staffing reporting,HCM Data Mart,epahal,alvinying,FEATURE_REQUEST,FIXED,P3,2018-09-11,64
147498175,"[HCM Report] Grants UAT Piper Checkin UAT - PLX dashboards, PLX scripts, PLX tables & PLX views",HCM Dashboards,orazs,chavisinghal,PROCESS,ACCEPTED,P2,2020-01-10,19
137660449,Export the history data in Plx beginning from Jan 2018,HCM Data Mart,aghorai,zeljebbari,PROCESS,FIXED,P2,2019-07-16,13
116226112,[HCM Report] The values in current snapshot from Headcount Trend don't match values in the rest of the report,HCM Dashboards,epahal,apisarchyk,BUG,FIXED,P2,2018-09-20,4
131839174,Pez Dremel table access to Corp data store UAT and PROD,HCM Data Mart,chavisinghal,sunilsaxena,PROCESS,VERIFIER_ASSIGNED,P1,2019-05-02,19
129674963,Suspend fetching from hiring_reporting.job_category to complete headcount workflow,HCM Data Mart,orazs,alvinying,PROCESS,FIXED,P2,2019-04-01,50
132274180,Solution to rebuild history from the last stable state - focus on Pez first (using Cloud SQL),HCM Data Mart,sunilsaxena,sunilsaxena,FEATURE_REQUEST,ASSIGNED,P2,2019-05-08,212
139366680,[Data Mart] terminated_hc is wrong and need to be hidden from the consumption view,HCM Data Mart,mstockwell,alvinying,BUG,VERIFIED,P2,2019-08-13,14
123431450,[Data Mart] Replace decoding tables from hiring_reporting with more reliable source,HCM Data Mart,orazs,samanthapace,BUG,FIXED,P2,2019-01-26,24
132167665,v1 Table and column descriptions,HCM Data Mart,alvinying,zeljebbari,FEATURE_REQUEST,VERIFIED,P2,2019-05-07,175
135187360,Move legacy code directory to HCM data universe,HCM Dashboards,alvinying,zeljebbari,INTERNAL_CLEANUP,ASSIGNED,P3,2019-06-13,103
135472260,[HCM Report] Display field definitions on HC & Staffing dashboard,HCM Dashboards,zeljebbari,alvinying,FEATURE_REQUEST,ASSIGNED,P3,2019-06-17,0
147421100,[Data Mart] More user-friendly Consumption layer,HCM Data Mart,cacanindin,cacanindin,INTERNAL_CLEANUP,FIXED,P1,2020-01-09,20
117108161,[HCM Report] Make column display name unique and consistent in data source editor,HCM Dashboards,,alvinying,INTERNAL_CLEANUP,NEW,P3,2018-10-01,241
146520065,[Data Mart] Specify an alternative name 'CorpServicesHrBatchReadProtoServer' when connecting to the Hr-API Batch Read Server.,HCM Data Mart,orazs,rahulga,INTERNAL_CLEANUP,FIXED,P1,2019-12-18,40
130046383,Build hc alloc and team alloc history fact tables,HCM Data Mart,pmallireddy,pmallireddy,PROCESS,FIXED,P2,2019-04-05,56
138933465,Data Mart - Higher refresh frequency,HCM Data Mart,sunilsaxena,zeljebbari,FEATURE_REQUEST,ASSIGNED,P2,2019-08-05,113
138938109,Data Mart - HeadcountTeamAllocationHistory view,HCM Data Mart,zeljebbari,zeljebbari,FEATURE_REQUEST,VERIFIED,P2,2019-08-05,7
146636953,PezCloudSQLtoBQ - headcount_slot_total has failed due to memory exceeding,HCM Data Mart,pmallireddy,orazs,BUG,FIXED,P1,2019-12-20,1
147795193,"ClarinetJobFailed: Pipeline ""PezCloudSQLtoBQ - Landing"" failed to run.",HCM Production Bugs,pmallireddy,mdb.clarinet,BUG,FIXED,P2,2020-01-16,0
131416048,Update team assignment allocation % logic in HCM data mart,HCM Data Mart,mstockwell,alvinying,FEATURE_REQUEST,VERIFIED,P1,2019-04-26,63
113603326,[HCM Report]  Define logic to resolve  Many to Many relations between SRs and Job Applications,HCM Dashboards,skaruturi,apisarchyk,FEATURE_REQUEST,WILL_NOT_FIX,P3,2018-08-30,131
143272972,HC - Add Slot Create Date as DATE Type to Consumption Snapshot table and Plx Tables/Views,HCM Data Mart,pmallireddy,sameerpatel,FEATURE_REQUEST,VERIFIED,P2,2019-10-24,50
134395561,Planning Dashboard - action plan,HCM Data Mart,zeljebbari,zeljebbari,FEATURE_REQUEST,FIXED,P2,2019-06-03,42
115427026,"[HCM Report] Cost Centers/Managers with 0 HC are available in PEZ, but missing in HCM Report",HCM Dashboards,kevinhung,apisarchyk,BUG,WILL_NOT_FIX,P4,2018-09-12,11
137294501,Data Mart v1.2 - clarify and prioritize features to add,HCM Data Mart,zeljebbari,zeljebbari,INTERNAL_CLEANUP,FIXED,P2,2019-07-11,18
135918569,[Data Mart] Set up DQ jobs as dependency,HCM Data Mart,sunilsaxena,sunilsaxena,PROCESS,VERIFIER_ASSIGNED,P2,2019-06-24,2
120281086,[HCM Report] UPH DQ dashboard UI sync with HCM reports,HCM Dashboards,mstockwell,alvinying,FEATURE_REQUEST,VERIFIED,P2,2018-11-30,38
132170567,Horizontal Labels discussions,HCM Data Mart,,zeljebbari,FEATURE_REQUEST,WILL_NOT_FIX,P1,2019-05-07,212
142743725,[Data Mart] SRT - Column data rename,HCM Data Mart,ganeshprabhu,sameerpatel,FEATURE_REQUEST,VERIFIED,P2,2019-10-15,24
138292253,"Bug - when person does not have a Manger, we expect that the Depth is 0 instead of Null and Manager Level 1 fields should be populated with Person details",HCM Data Mart,aghorai,sameerpatel,BUG,VERIFIED,P1,2019-07-24,2
135178660,"[Data Mart] Definition and testing of ""terminated_hc"", ""exit_hc"" etc",HCM Data Mart,sameerpatel,alvinying,PROCESS,ASSIGNED,P2,2019-06-13,0
135485909,[Data Mart] DQ Validations for additional tables/layers,HCM Data Mart,orazs,mraizada,FEATURE_REQUEST,ASSIGNED,P2,2019-06-17,162
135918045,[Data Mart] Issue summary - Parent Team ID is incorrect in Dim,HCM Data Mart,aghorai,sameerpatel,FEATURE_REQUEST,VERIFIED,P1,2019-06-24,7
131117590,Clarinet dependency set up,HCM Data Mart,sunilsaxena,sunilsaxena,PROCESS,FIXED,P2,2019-04-23,28
133228972,[Data Mart] Design a smart utility to automate data backfill for consumption layer,HCM Data Mart,aghorai,sunilsaxena,PROCESS,VERIFIED,P2,2019-05-21,102
128534441,[Moma verification SIT]  Moma verification - refresh frequency to be set,HCM Dashboards,mraizada,mraizada,INTERNAL_CLEANUP,VERIFIER_ASSIGNED,P2,2019-03-13,69
136006310,"Add the ""lead"" field from TG dump, which helps users understand who's the lead of the team.",HCM Dashboards,cviswanathan,zeljebbari,FEATURE_REQUEST,WILL_NOT_FIX,P2,2019-06-25,0
132495229,Dimension Processed job is failing in UAT,HCM Data Mart,sunilsaxena,sunilsaxena,BUG,FIXED,P2,2019-05-11,10
133504509,Release Management process,HCM Data Mart,zeljebbari,zeljebbari,PROCESS,FIXED,P2,2019-05-24,10
129854001,[HCM Report] Update SR trend dimension from daily to weekly,HCM Dashboards,epahal,epahal,FEATURE_REQUEST,VERIFIER_ASSIGNED,P3,2019-04-03,48
119301856,[HCM Report] Headcount & Staffing report training slides,HCM Dashboards,alvinying,alvinying,PROCESS,VERIFIED,P2,2018-11-09,32
137311761,[Data Mart] Add additional levels to team_hierarchy_history dimension table,HCM Data Mart,pmallireddy,pmallireddy,FEATURE_REQUEST,FIXED,P2,2019-07-11,33
147596410,Make DU_NA more user friendly and update dashboard logic accordingly,HCM Data Mart,nidhishk,zeljebbari,PROCESS,ASSIGNED,P2,2020-01-13,16
136259753,Run HCM Plx workflows using a group to avoid single point of failure,HCM Dashboards,hongyil,zeljebbari,PROCESS,ACCEPTED,P2,2019-06-28,145
147363027,[Data Mart] Issue summary : ctrl_person_id should be -1 for historical pez snapshot summary data in hc fact table,HCM Data Mart,pmallireddy,pmallireddy,FEATURE_REQUEST,ASSIGNED,P2,2020-01-08,0
146677051,"ClarinetJobFailed: Pipeline ""PezCloudSQLtoBQ - headcount_slot_total"" failed to run.",HCM Production Bugs,sunilsaxena,mdb.clarinet,BUG,FIXED,P2,2019-12-20,19
133329815,[DataMart Metrics - b/132170530] Define data quality score definition,HCM Data Mart,mstockwell,zeljebbari,PROCESS,ACCEPTED,P2,2019-05-22,188
133225667,Profile TG data for scenarios that new CDC or backfill need to handle,HCM Data Mart,pmallireddy,alvinying,PROCESS,VERIFIED,P1,2019-05-21,37
146553765,[Data Mart] Technical Docs - HCM Logical Data Model,HCM Data Mart,nidhishk,nidhishk,INTERNAL_CLEANUP,FIXED,P4,2019-12-19,11
144278835,[Data Mart] Consumption Layer Snap Tables - change Inner Joins to Left Outer Joins,HCM Data Mart,pmallireddy,sameerpatel,BUG,VERIFIED,P2,2019-11-11,32
141569919,[HCM Report] Staffing Request Summary and Detail,HCM Dashboards,mohb,mohb,FEATURE_REQUEST,FIXED,P3,2019-09-24,69
146441532,[Grants and location locking] UAT,HCM Data Mart,pmallireddy,zeljebbari,FEATURE_REQUEST,VERIFIED,P2,2019-12-17,22
130640254,Issue summary:  Default Dim values of -1 and -2 need the code values prefixed with DU_,HCM Data Mart,aghorai,sameerpatel,INTERNAL_CLEANUP,VERIFIER_ASSIGNED,P2,2019-04-16,34
115549788,[HCM Report] Understated value for 'Negative' metric due to pre-aggregation in Pez export,HCM Dashboards,alvinying,apisarchyk,FEATURE_REQUEST,WILL_NOT_FIX,P3,2018-09-12,274
135763346,"Add ""lead"" field to PLX table",HCM Dashboards,cviswanathan,mariakim,FEATURE_REQUEST,VERIFIED,P2,2019-06-21,6
138631628,"ClarinetJobFailed: Pipeline ""BQ to PLX HCM Historical Snapshot Headcount Allocation PROD - On Demand"" failed to run.",HCM Data Mart,shankarboddu,shankarboddu,BUG,WILL_NOT_FIX,P1,2019-07-30,0
146164329,[Data Mart] Loan id logic in headcount_allocation_history,HCM Data Mart,pmallireddy,mstockwell,BUG,FIXED,P1,2019-12-12,5
145804614,Define logic for backfill Pops Cost Center Hier History from PEz backend tables,HCM Data Mart,zeljebbari,sameerpatel,PROCESS,ASSIGNED,P2,2019-12-06,34
115410088,[Data Mart] Add Job Category (Role) to pipeline & report,HCM Data Mart,epahal,alvinying,FEATURE_REQUEST,VERIFIED,P2,2018-09-11,1
137766688,Update View Definition for Team_Hierarchy_cur & _hist to include levels 13~20 in BQ Consumption,HCM Data Mart,aghorai,sameerpatel,FEATURE_REQUEST,VERIFIED,P2,2019-07-17,2
135033363,Standardize the process to set up mdb groups for data universe,HCM Data Mart,sunilsaxena,zeljebbari,PROCESS,ACCEPTED,P2,2019-06-11,177
147250471,[HCM Report] Add Cost Center levels to dashboard tables,HCM Dashboards,corinner,corinner,FEATURE_REQUEST,WILL_NOT_FIX,P2,2020-01-06,1
129539332,Enable data access for Pez Admins,HCM Data Mart,alvinying,alvinying,FEATURE_REQUEST,VERIFIER_ASSIGNED,P2,2019-03-29,53
142660943,[Data Mart] SRT - exclude fields from Plx Views,HCM Data Mart,aghorai,sameerpatel,INTERNAL_CLEANUP,VERIFIED,P1,2019-10-14,1
144454484,HC fact table has incorrect negative history and loan dim values,HCM Data Mart,pmallireddy,sameerpatel,BUG,VERIFIED,P2,2019-11-14,29
147254962,[HCM Report] Access to data in go/hcm-reports,HCM Dashboards,braddalton,braddalton,PROCESS,FIXED,P2,2020-01-07,1
132169006,Data retention / GDPR design & implementation,HCM Data Mart,zeljebbari,zeljebbari,PROCESS,FIXED,P3,2019-05-07,69
136551050,Data Mart - Attrition history,HCM Data Mart,,zeljebbari,FEATURE_REQUEST,NEW,P2,2019-07-02,157
138116105,Bug - TVC's without a Team allocation are missing from HC Allocation Fact,HCM Data Mart,pmallireddy,sameerpatel,BUG,VERIFIED,P2,2019-07-22,5
145811238,[Data Mart] Update Processed Layer Logic to handing -1 and -2 correctly across all Processed Layer Tables,HCM Data Mart,pmallireddy,sameerpatel,FEATURE_REQUEST,VERIFIED,P3,2019-12-06,52
139801521,Loans TDD,HCM Data Mart,zeljebbari,zeljebbari,FEATURE_REQUEST,VERIFIED,P2,2019-08-21,69
135552605,[Team allocations] Remove (parent) from Manager Hierarchy,HCM Dashboards,cviswanathan,cviswanathan,FEATURE_REQUEST,ASSIGNED,P3,2019-06-18,0
137007546,Update tables diagram for the new HCM Data Mart tables,HCM Data Mart,orazs,zeljebbari,PROCESS,ASSIGNED,P3,2019-07-08,7
135294164,[Data Mart] Pipeline not fully triggered on some days - long term fix,HCM Data Mart,sunilsaxena,zeljebbari,PROCESS,VERIFIED,P2,2019-06-15,5
139081167,Planning Dashboard - Split FTE into 2 buckets FTE and Interns,HCM Dashboards,cviswanathan,zeljebbari,FEATURE_REQUEST,VERIFIER_ASSIGNED,P2,2019-08-07,8
132162905,[Teams report] Enabling time_commitment,HCM Dashboards,cviswanathan,alvinying,FEATURE_REQUEST,WILL_NOT_FIX,P1,2019-05-07,14
141891359,Update project for default_rows_dimension,HCM Data Mart,aghorai,aghorai,FEATURE_REQUEST,FIXED,P2,2019-10-01,10
148158300,[Data Mart] Need a consumption table of headcount_planning.pez_user_access_prod,HCM Data Mart,nidhishk,hongyil,INTERNAL_CLEANUP,ASSIGNED,P2,2020-01-22,5
133246817,Document pre-processed layer in Data Universe / Corp Data Store slides and docs,HCM Data Mart,sameerpatel,alvinying,PROCESS,ASSIGNED,P2,2019-05-21,199
132166683,Team Graph history,HCM Data Mart,mstockwell,zeljebbari,FEATURE_REQUEST,ACCEPTED,P1,2019-05-07,251
119217875,[HCM Report] Test security/access to HCM report with business users,HCM Dashboards,alvinying,apisarchyk,PROCESS,WILL_NOT_FIX,P2,2018-11-07,49
113127117,"[HCM Report] Gather user feedback (Mgrs, Mgr of Mgrs)",HCM Dashboards,,apisarchyk,PROCESS,WILL_NOT_FIX,P3,2018-08-23,271
137536104,Roadmap - update roadmap with FR that we have committed/not committed to yet,HCM Data Mart,zeljebbari,zeljebbari,INTERNAL_CLEANUP,ASSIGNED,P3,2019-07-15,14
113899732,[Data Mart] Snapshot data is triple counted,HCM Data Mart,chavisinghal,epahal,BUG,FIXED,P2,2018-09-04,16
119067001,[HCM Report] Routing testing - Compare with existing reports,HCM Dashboards,chavisinghal,alvinying,PROCESS,WILL_NOT_FIX,P2,2018-11-06,62
134528802,[Team allocations report] Duplicate data in stacked bar chart when axis NOT using date dimension,HCM Dashboards,alvinying,alvinying,BUG,VERIFIED,P2,2019-06-05,2
132083205,[Team allocation report v1] Multiple changes R2,HCM Dashboards,alvinying,alvinying,FEATURE_REQUEST,VERIFIED,P1,2019-05-06,24
133331175,[DataMart Metrics - b/132170530] Communication of metrics to HCM product owner,HCM Data Mart,zeljebbari,zeljebbari,PROCESS,VERIFIED,P2,2019-05-22,36
129344646,Issue summary - Remove tables form Pez Pipeline that are depricated,HCM Data Mart,chavisinghal,sameerpatel,INTERNAL_CLEANUP,VERIFIER_ASSIGNED,P3,2019-03-26,56
132820537,[Ext] Rounding issues causing small mismatches,HCM Data Mart,pmallireddy,zeljebbari,BUG,VERIFIED,P3,2019-05-15,43
131914366,[Data Mart Dev Issue] manager missing on certain date,HCM Data Mart,pmallireddy,alvinying,BUG,FIXED,P2,2019-05-03,102
140165530,HRtoBQ_Landing job failed on 08/28/2019,HCM Data Mart,orazs,ronitkumar,FEATURE_REQUEST,VERIFIER_ASSIGNED,P1,2019-08-28,0
135263126,Backfill Manager Hierarchy history from Pez,HCM Data Mart,,sameerpatel,PROCESS,WILL_NOT_FIX,P3,2019-06-14,31
137543216,[Data Mart] Design a smart utility to automate data backfill from landing to processed layer,HCM Data Mart,aghorai,zeljebbari,PROCESS,ASSIGNED,P3,2019-07-15,21
130234792,HC allocation History data testing,HCM Data Mart,pmallireddy,pmallireddy,PROCESS,VERIFIER_ASSIGNED,P3,2019-04-09,52
113125019,[Teams Data] Refine job ladder to match CE groupings,HCM Data Mart,anthonyko,anthonyko,FEATURE_REQUEST,WILL_NOT_FIX,P3,2018-08-23,271
146442715,Grants - testing and DQ,HCM Data Mart,orazs,zeljebbari,PROCESS,VERIFIED,P2,2019-12-17,41
115523043,"[HCM Report] Add link to FAQ site, feedback, definitions (e.g. Negative calculation)",HCM Dashboards,alvinying,alvinying,FEATURE_REQUEST,WILL_NOT_FIX,P2,2018-09-12,260
129718707,Build pipeline for processed layer dimension tables,HCM Data Mart,aghorai,aghorai,PROCESS,FIXED,P2,2019-04-02,49
131898019,[Data Mart Dev Issue] manager_hierarchy_user_names missing leading and trailing '|',HCM Data Mart,pmallireddy,alvinying,BUG,VERIFIED,P2,2019-05-03,28
132435745,Unique key violation in team_allocation_history,HCM Data Mart,pmallireddy,orazs,BUG,VERIFIED,P2,2019-05-10,34
139801808,HCM Hub/Marketplace - start building the Plx collection,HCM Dashboards,zeljebbari,zeljebbari,FEATURE_REQUEST,ASSIGNED,P2,2019-08-21,34
131722016,Duplicate table_id in Landing tables,HCM Data Mart,sunilsaxena,pmallireddy,BUG,FIXED,P3,2019-05-01,20
138720703,"[Data Mart] ""${current_time}"" string appearing in corp-data-store.Admin.JobExecutionLog.execution_start_date",HCM Data Mart,sunilsaxena,mstockwell,INTERNAL_CLEANUP,ASSIGNED,P2,2019-07-31,118
134094224,[HCM Report] New metric drop down: ratios (instead of sum of pct),HCM Dashboards,cviswanathan,alvinying,FEATURE_REQUEST,WILL_NOT_FIX,P3,2019-05-30,8
138314160,Cleanup - Employee vs Non-Employee - Need to rename Metric col's in Plx Tables / Views,HCM Data Mart,mstockwell,sameerpatel,INTERNAL_CLEANUP,VERIFIED,P1,2019-07-24,6
134621626,[HCM-report] Add data deletion request form in the footer of go/hcm-report,HCM Dashboards,alvinying,zeljebbari,PROCESS,VERIFIED,P2,2019-06-06,6
134419482,Manager hierarchy dimension need to have Ctrl End date set to high water mark,HCM Data Mart,aghorai,aghorai,INTERNAL_CLEANUP,VERIFIED,P2,2019-06-03,11
144786149,TIMESTAMP issue in intended negatives,HCM Data Mart,orazs,orazs,BUG,VERIFIED,P1,2019-11-19,13
130907560,Build historical snapshot tables for Head Count fact,HCM Data Mart,pmallireddy,pmallireddy,PROCESS,FIXED,P2,2019-04-19,42
148390580,[HCM Report] Update HCM dashboards to reflect that data is updated daily at 10 AM EST / 7 AM PST,HCM Dashboards,hongyil,cacanindin,INTERNAL_CLEANUP,FIXED,P2,2020-01-27,3
137963689,Data Mart - BigQuery API limit investigation,HCM Data Mart,hongyil,zeljebbari,PROCESS,FIXED,P2,2019-07-19,118
129947988,Sourcings Pez Snapshot data into Pez_Landing dataset,HCM Data Mart,chavisinghal,sameerpatel,FEATURE_REQUEST,VERIFIER_ASSIGNED,P3,2019-04-04,47
137125077,DQ Issue HC Daily Load logic - Need to filter out DELETED records from Pez Person table,HCM Data Mart,pmallireddy,sameerpatel,BUG,VERIFIED,P1,2019-07-09,6
132169719,"Higher refresh frequency (multiple scheduled refreshes / day, or much bigger)",HCM Data Mart,,zeljebbari,FEATURE_REQUEST,NEW,P3,2019-05-07,17
137845694,Team allocation dashboard - Table that shows team allocation by a manager's direct reports (including dotted line reports),HCM Dashboards,,zeljebbari,FEATURE_REQUEST,NEW,P3,2019-07-18,83
117147122,[HCM Report] User could only see direct report HC and SR,HCM Dashboards,epahal,alvinying,BUG,FIXED,P1,2018-10-02,0
133247094,Augment generic attributes in existing Admin tables to capture usage/purpose by a Project.,HCM Data Mart,sunilsaxena,sameerpatel,PROCESS,ASSIGNED,P3,2019-05-21,0
115383078,[Data Mart] Set SQL Dialect explicitly in scripts (GoogleSQL becomes default in Dremel CLI on 9/30/2018),HCM Data Mart,epahal,alvinying,PROCESS,WILL_NOT_FIX,P4,2018-09-11,125
140300986,[Data Mart] Grant access to xuqi for UAT landing,HCM Data Mart,sunilsaxena,sunilsaxena,PROCESS,FIXED,P2,2019-08-30,4
134139837,[HCM Report] Define support model for legacy (Plx) pipeline and dashboard,HCM Dashboards,alvinying,alvinying,PROCESS,WILL_NOT_FIX,P2,2019-05-31,60
137209579,Team Allocaiton is missing Teams with no Users,HCM Data Mart,pmallireddy,sameerpatel,BUG,VERIFIED,P1,2019-07-10,5
143951391,Data Mart staffing Request tables - Missing Staffer & Original Requester preferred name in the SR tables and views,HCM Data Mart,ganeshprabhu,zeljebbari,BUG,FIXED,P3,2019-11-05,42
114126356,[Data Mart] - Add Pez-based ACL to tables,HCM Data Mart,epahal,apisarchyk,FEATURE_REQUEST,FIXED,P1,2018-09-05,375
138312554,Cleanup - Employee vs Non-Employee - Need to rename Metric col's in Processes/Consumption tables,HCM Data Mart,pmallireddy,sameerpatel,INTERNAL_CLEANUP,VERIFIED,P1,2019-07-24,2
138385947,Dashboard table columns - document and rename columns as needed,HCM Dashboards,cviswanathan,zeljebbari,INTERNAL_CLEANUP,ACCEPTED,P2,2019-07-25,47
145816628,[Data Mart] Land Pez Delegate access data (for Loans dashboard),HCM Data Mart,nidhishk,alvinying,PROCESS,FIXED,P2,2019-12-06,38
147291845,[Data Mart] Slot History report,HCM Data Mart,nidhishk,nidhishk,FEATURE_REQUEST,VERIFIER_ASSIGNED,P2,2020-01-07,2
132170989,Sites (partner facing),HCM Data Mart,alvinying,zeljebbari,FEATURE_REQUEST,VERIFIED,P1,2019-05-07,51
144429155,[Data Mart] Remove the dependency from HC Allocation History PreProcessed and Team Allocation History PreProcessed,HCM Data Mart,hongyil,sunilsaxena,INTERNAL_CLEANUP,FIXED,P2,2019-11-13,29
115764465,[HCM Report] Initial Headcount & Staffing report UX study,HCM Dashboards,alvinying,alvinying,PROCESS,FIXED,P3,2018-09-14,103
148406145,[Data Mart] Pull Slot History for GCP provided list of Slot Ids,HCM Data Mart,nidhishk,alvinying,PROCESS,FIXED,P2,2020-01-27,1
134091206,[HCM Report] Enable support for Pez delegate access,HCM Dashboards,nidhishk,alvinying,FEATURE_REQUEST,ACCEPTED,P2,2019-05-30,244
133818237,[Data Mart] Issue summary : Back fill historical data in PROD,HCM Data Mart,pmallireddy,pmallireddy,FEATURE_REQUEST,FIXED,P2,2019-05-29,2
